city,street,segment_id,point_id,distance_m,lon,lat,heading_road,heading_sidewalk_right,heading_sidewalk_left,image_file,image_path,gsv_status,gsv_url_sidewalk,abs_image_path,building_frac,sky_frac,road_frac,tree_frac,grass_frac,sidewalk_frac,seg_vis_file,seg_vis_path,seg_features_text,sidewalk_quality_and_walkability_score,greenery_score,building_enclosure_score,Comfort_and_perceived_safety_score,total_score,gpt_comment
"Philadelphia, Pennsylvania, USA",Walnut Street,0,27,6750,-75.24544467,39.95944384691967,279.15292805629736,9.152928056297355,189.15292805629736,idx0155_seg0_pt27_h9.jpg,gsv_sidewalk_250m\idx0155_seg0_pt27_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95944384691967,-75.24544466532515&heading=9.152928056297355",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0155_seg0_pt27_h9.jpg,0.115283203,0.384916992,0.385500488,0.015361328,0,0.034836426,seg_idx0155_seg0_pt27_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0155_seg0_pt27_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 11.5% building facades, 38.6% roadway, 3.5% sidewalks, 1.5% trees, 0.0% grass, and 38.5% sky.",13,5,11,12,41,"Despite only 3.5% sidewalk in the segmentation, the image shows continuous but narrow sidewalks with some obstructions and construction, while the 38.6% roadway and wide lanes make it car-dominated. Limited trees (1.5%) and sparse, low-rise buildings in mixed condition reduce enclosure and comfort, though crosswalks, signals, and lighting provide some basic safety features."
"Philadelphia, Pennsylvania, USA",Walnut Street,3,9,2250,-75.16274678,39.94916316179459,279.4034713236412,9.403471323641156,189.4034713236412,idx0167_seg3_pt9_h9.jpg,gsv_sidewalk_250m\idx0167_seg3_pt9_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.94916316179459,-75.16274677828208&heading=9.403471323641156",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0167_seg3_pt9_h9.jpg,0.521098633,0,0.124240723,0,0,0.058972168,seg_idx0167_seg3_pt9_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0167_seg3_pt9_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 52.1% building facades, 12.4% roadway, 5.9% sidewalks, 0.0% trees, 0.0% grass, and 0.0% sky.",13,0,17,11,41,"Although sidewalks occupy only about 5.9% of the scene, they appear wide and continuous but are dominated by a large parking garage entrance that disrupts pedestrian priority. With over 52% building facade providing enclosure but no trees or grass and a car-oriented garage opening, the space feels hard, exposed, and only moderately comfortable and safe for walking."
"Philadelphia, Pennsylvania, USA",Market Street,0,13,3250,-75.21835833,39.95916330283862,99.19343983429836,189.1934398342984,9.193439834298374,idx0013_seg0_pt13_h189.jpg,gsv_sidewalk_250m\idx0013_seg0_pt13_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95916330283862,-75.21835832874412&heading=189.1934398342984",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0013_seg0_pt13_h189.jpg,0.259794922,0.222568359,0.329899902,0.001210938,0.000595703,0.104821777,seg_idx0013_seg0_pt13_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0013_seg0_pt13_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 26.0% building facades, 33.0% roadway, 10.5% sidewalks, 0.1% trees, 0.1% grass, and 22.3% sky.",13,1,14,11,39,"With about 10.5% sidewalks, the image shows a continuous but bare concrete sidewalk along a busy roadway (33% roadway) with some litter and minimal pedestrian amenities. Building facades cover 26% and form a solid street wall, but the blank, windowless yellow wall, lack of greenery (0.1% trees/grass), and car-oriented feel reduce comfort and perceived safety for pedestrians."
"Philadelphia, Pennsylvania, USA",Market Street,1,14,3500,-75.2431177,39.96229494851545,279.17883309531504,9.178833095315042,189.17883309531504,idx0030_seg1_pt14_h9.jpg,gsv_sidewalk_250m\idx0030_seg1_pt14_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.96229494851545,-75.24311770473734&heading=9.178833095315042",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0030_seg1_pt14_h9.jpg,0.383769531,0.222099609,0.15824707,0,0,0.0109375,seg_idx0030_seg1_pt14_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0030_seg1_pt14_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 38.4% building facades, 15.8% roadway, 1.1% sidewalks, 0.0% trees, 0.0% grass, and 22.2% sky.",10,0,18,11,39,"Despite only 1.1% sidewalk in the segmentation, the image shows a continuous but narrow and mostly bare paved sidewalk directly adjacent to parked cars, limiting comfort. With 38.4% building facades forming a solid street wall but no trees or grass and a car-dominated foreground (15.8% roadway plus parked vehicles), the space feels enclosed yet harsh and not especially comfortable for pedestrians."
"Philadelphia, Pennsylvania, USA",Market Street,2,2,500,-75.16964994,39.95313013622551,279.2385323712972,9.238532371297197,189.2385323712972,idx0034_seg2_pt2_h9.jpg,gsv_sidewalk_250m\idx0034_seg2_pt2_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95313013622551,-75.1696499395475&heading=9.238532371297197",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0034_seg2_pt2_h9.jpg,0.513862305,0,0.311796875,0,0,0.03090332,seg_idx0034_seg2_pt2_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0034_seg2_pt2_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 51.4% building facades, 31.2% roadway, 3.1% sidewalks, 0.0% trees, 0.0% grass, and 0.0% sky.",11,0,18,10,39,"The scene shows a wide, continuous but bare sidewalk (about 3.1% of pixels) along a multi-lane roadway that dominates the view (31.2%), with no visible trees or grass for comfort. Strong, well-maintained building facades (51.4%) create good enclosure, but heavy traffic presence and lack of greenery or pedestrian amenities reduce overall comfort and walkability."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,20,5000,-75.20274229,39.95568702249796,99.15620532084574,189.1562053208457,9.156205320845745,idx0100_seg0_pt20_h189.jpg,gsv_sidewalk_250m\idx0100_seg0_pt20_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95568702249796,-75.202742290712&heading=189.15620532084571",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0100_seg0_pt20_h189.jpg,0.201520996,0.267770996,0.064667969,0.021831055,0.010761719,0.061293945,seg_idx0100_seg0_pt20_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0100_seg0_pt20_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 20.2% building facades, 6.5% roadway, 6.1% sidewalks, 2.2% trees, 1.1% grass, and 26.8% sky.",10,5,13,11,39,"With only about 6.1% sidewalks and a narrow, partly obstructed path next to construction fencing and parked vehicles, walkability is limited despite a continuous paved sidewalk. Low trees/grass percentages (2.2% and 1.1%) and minimal shade reduce greenery and comfort, while moderate building presence (20.2% facades) offers some enclosure but the adjacent parking structure and open roadway (6.5%) keep the space feeling exposed and car-oriented."
"Philadelphia, Pennsylvania, USA",Market Street,0,6,1500,-75.23387728,39.96108668907702,99.18071470447616,189.1807147044761,9.180714704476143,idx0006_seg0_pt6_h189.jpg,gsv_sidewalk_250m\idx0006_seg0_pt6_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.96108668907702,-75.23387728060348&heading=189.18071470447612",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0006_seg0_pt6_h189.jpg,0.285419922,0.220288086,0.209306641,0.052111816,0.010012207,0.015153809,seg_idx0006_seg0_pt6_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0006_seg0_pt6_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 28.5% building facades, 20.9% roadway, 1.5% sidewalks, 5.2% trees, 1.0% grass, and 22.0% sky.",10,6,11,11,38,"Despite the low 1.5% sidewalk share, the image shows a continuous but narrow sidewalk partly constrained by parked cars and a blank wall, limiting walkability. With only 5.2% trees and 1.0% grass plus a long, inactive facade (28.5% buildings) along a car-dominated roadway (20.9%), the street feels exposed, monotonous, and only moderately comfortable for pedestrians."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,28,7000,-75.18500486,39.95349949942151,99.41222359731194,189.4122236,9.412223597311936,idx0108_seg0_pt28_h189.jpg,gsv_sidewalk_250m\idx0108_seg0_pt28_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95349949942151,-75.18500486472597&heading=189.41222359731196",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0108_seg0_pt28_h189.jpg,0.411323242,0.12234375,0.403076172,0,0.002138672,0.022058105,seg_idx0108_seg0_pt28_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0108_seg0_pt28_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 41.1% building facades, 40.3% roadway, 2.2% sidewalks, 0.0% trees, 0.2% grass, and 12.2% sky.",11,1,16,10,38,"Despite the low 2.2% sidewalk share, the image shows a continuous but fairly narrow sidewalk directly beside a wide, fast roadway (40.3%) with parked cars and little buffering, which limits walkability and comfort. Building facades occupy 41.1% and form a solid, modern street wall in good condition, but the near-absence of trees (0.0%) and grass (0.2%) and the car-dominated environment reduce greenery and perceived safety for pedestrians."
"Philadelphia, Pennsylvania, USA",Walnut Street,0,18,4500,-75.22549158,39.956971591246486,279.1711964,9.171196372,189.1711964,idx0146_seg0_pt18_h9.jpg,gsv_sidewalk_250m\idx0146_seg0_pt18_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.956971591246486,-75.22549158161578&heading=9.17119637233202",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0146_seg0_pt18_h9.jpg,0.192919922,0.322001953,0.418886719,0.00668457,0,0.024301758,seg_idx0146_seg0_pt18_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0146_seg0_pt18_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 19.3% building facades, 41.9% roadway, 2.4% sidewalks, 0.7% trees, 0.0% grass, and 32.2% sky.",11,3,14,10,38,"Despite only 2.4% sidewalk in the segmentation, the image shows continuous but narrow, mostly bare sidewalks along a wide, car-dominated roadway (41.9% roadway) with few pedestrian amenities. Limited trees/grass (0.7% trees, 0% grass) and somewhat worn building facades reduce comfort, though the continuous street wall and clear visibility offer moderate enclosure and basic perceived safety."
"Philadelphia, Pennsylvania, USA",Market Street,0,11,2750,-75.22279223,39.95971324555417,99.19224533737496,189.19224533737497,9.192245337,idx0011_seg0_pt11_h189.jpg,gsv_sidewalk_250m\idx0011_seg0_pt11_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95971324555417,-75.22279223101081&heading=189.19224533737497",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0011_seg0_pt11_h189.jpg,0.215998535,0.280805664,0.313225098,0.005717773,0.00013916,0.123977051,seg_idx0011_seg0_pt11_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0011_seg0_pt11_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 21.6% building facades, 31.3% roadway, 12.4% sidewalks, 0.6% trees, 0.0% grass, and 28.1% sky.",11,2,15,9,37,"With about 12.4% sidewalks, the image shows a continuous but cluttered and somewhat narrow sidewalk, obstructed by poles, fences, and trash, which limits walkability. Only 0.6% trees and no grass mean almost no greenery, while moderate building facade coverage (21.6%) provides some enclosure but the wide 31.3% roadway, bus lane markings, and visible litter reduce overall comfort and perceived safety for pedestrians."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,2,500,-75.24264456,39.96064771172361,99.18037504043524,189.18037504043525,9.180375040435251,idx0082_seg0_pt2_h189.jpg,gsv_sidewalk_250m\idx0082_seg0_pt2_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.96064771172361,-75.24264456208668&heading=189.18037504043525",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0082_seg0_pt2_h189.jpg,0.214562988,0.343405762,0.273359375,0.000263672,0,0.015224609,seg_idx0082_seg0_pt2_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0082_seg0_pt2_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 21.5% building facades, 27.3% roadway, 1.5% sidewalks, 0.0% trees, 0.0% grass, and 34.3% sky.",10,2,14,11,37,"Despite the low 1.5% sidewalk share, the image shows a continuous but narrow sidewalk partly cluttered by driveways and parked cars, limiting comfortable walking. With 0% trees/grass and little shade but a moderate 21.5% of mostly low-rise rowhouse facades and a car-dominated 27.3% roadway, enclosure and perceived safety are only modest, helped slightly by active residential frontages and good daylight."
"Philadelphia, Pennsylvania, USA",Walnut Street,0,20,5000,-75.22992556,39.95752120407779,279.19829081022203,9.198290810222034,189.19829081022203,idx0148_seg0_pt20_h9.jpg,gsv_sidewalk_250m\idx0148_seg0_pt20_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95752120407779,-75.22992555692089&heading=9.198290810222034",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0148_seg0_pt20_h9.jpg,0.322851563,0.222226563,0.330549316,0.000778809,0.00204834,0.041462402,seg_idx0148_seg0_pt20_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0148_seg0_pt20_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 32.3% building facades, 33.1% roadway, 4.1% sidewalks, 0.1% trees, 0.2% grass, and 22.2% sky.",9,3,15,10,37,"With only about 4.1% sidewalk in the segmentation and a visibly narrow, patchy walkway directly adjacent to a wide roadway (33.1%), walkability and comfort are limited despite some residential frontage. Building facades cover about 32.3% and form a continuous row-house edge, but minimal trees/grass (0.3%) and worn conditions reduce greenery and overall perceived safety."
"Philadelphia, Pennsylvania, USA",Market Street,1,3,750,-75.21873062,39.95927325,279.1907944713699,9.190794471369884,189.19079447136988,idx0019_seg1_pt3_h9.jpg,gsv_sidewalk_250m\idx0019_seg1_pt3_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.9592732534495,-75.2187306248601&heading=9.190794471369884",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0019_seg1_pt3_h9.jpg,0.064667969,0.379609375,0.321975098,0.044748535,0.069296875,0.078217773,seg_idx0019_seg1_pt3_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0019_seg1_pt3_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 6.5% building facades, 32.2% roadway, 7.8% sidewalks, 4.5% trees, 6.9% grass, and 38.0% sky.",10,11,6,9,36,"The scene has a continuous but narrow and exposed sidewalk (about 7.8% sidewalks) along a car-oriented arterial with a large parking lot and 32.2% roadway, limiting walkability and comfort. Moderate grass and some trees (about 11.4% combined) add a bit of greenery, while the single low CVS building (6.5% facade) and big setback provide weak enclosure and a very auto-dominated feel."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,7,1750,-75.23155939,39.95927486436134,99.18771137094753,189.1877113709475,9.187711370947511,idx0087_seg0_pt7_h189.jpg,gsv_sidewalk_250m\idx0087_seg0_pt7_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95927486436134,-75.23155938582235&heading=189.1877113709475",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0087_seg0_pt7_h189.jpg,0.165288086,0.347263184,0.339504395,0.005605469,0,0.107436523,seg_idx0087_seg0_pt7_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0087_seg0_pt7_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 16.5% building facades, 34.0% roadway, 10.7% sidewalks, 0.6% trees, 0.0% grass, and 34.7% sky.",13,2,10,11,36,"With about 10.7% sidewalks, the image shows a wide but bare concrete sidewalk with few obstructions, yet it feels exposed and oriented to cars due to the large 34% roadway and drive-through layout. Limited 0.6% trees and no grass, plus low, sparse building frontage and big parking/drive aisles, reduce enclosure, greenery, and overall pedestrian comfort despite decent visibility and daylight."
"Philadelphia, Pennsylvania, USA",Walnut Street,0,13,3250,-75.21440712,39.955595649885325,279.1629888055072,9.162988805507212,189.1629888055072,idx0141_seg0_pt13_h9.jpg,gsv_sidewalk_250m\idx0141_seg0_pt13_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.955595649885325,-75.21440711551513&heading=9.162988805507212",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0141_seg0_pt13_h9.jpg,0.068596191,0.321259766,0.405073242,0.121342773,0.01526123,0.031936035,seg_idx0141_seg0_pt13_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0141_seg0_pt13_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 6.9% building facades, 40.5% roadway, 3.2% sidewalks, 12.1% trees, 1.5% grass, and 32.1% sky.",10,11,6,9,36,"Despite only ~3.2% sidewalk in the segmentation, the image shows a wide but barren concrete sidewalk with poor definition from the large 40.5% roadway and parking areas, limiting walkability and comfort. Greenery is moderate with some mature trees (~12.1% trees, 1.5% grass), while low building facade coverage (~6.9%) and auto-oriented uses create weak enclosure and a car-dominated, low-comfort environment."
"Philadelphia, Pennsylvania, USA",Market Street,0,1,250,-75.24496237,39.96245955756239,99.17879742567412,189.17879742567413,9.178797425674134,idx0001_seg0_pt1_h189.jpg,gsv_sidewalk_250m\idx0001_seg0_pt1_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.96245955756239,-75.24496237248505&heading=189.17879742567413",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0001_seg0_pt1_h189.jpg,0.07137207,0.424746094,0.203713379,0.005297852,0,0.054489746,seg_idx0001_seg0_pt1_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0001_seg0_pt1_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 7.1% building facades, 20.4% roadway, 5.4% sidewalks, 0.5% trees, 0.0% grass, and 42.5% sky.",14,2,8,11,35,"Despite sidewalks covering only about 5.4% of the scene, the image shows a continuous, fairly wide paved sidewalk, but it is bare and directly adjacent to parked vehicles and a large parking lot. With just 0.5% trees and no grass, minimal shade or greenery, low building-facade presence (7.1%) and a dominant roadway/parking area (20.4% plus lot) create a very open, car-oriented environment that feels exposed and not especially comfortable for pedestrians."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,19,4750,-75.20495913,39.95596249514858,99.20809912596836,189.2080991259684,9.208099125968374,idx0099_seg0_pt19_h189.jpg,gsv_sidewalk_250m\idx0099_seg0_pt19_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95596249514858,-75.20495913251936&heading=189.2080991259684",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0099_seg0_pt19_h189.jpg,0.154006348,0.266394043,0.037145996,0,2.44140625e-05,0.082995605,seg_idx0099_seg0_pt19_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0099_seg0_pt19_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 15.4% building facades, 3.7% roadway, 8.3% sidewalks, 0.0% trees, 0.0% grass, and 26.6% sky.",10,1,12,11,34,"The scene shows a basic sidewalk (about 8.3% in segmentation) that appears continuous but is largely obscured by a large bus and close to the roadway, limiting comfort and walkability. With 0% trees/grass and only modest building coverage (15.4%) from low-rise brick structures, enclosure and greenery are limited, and the bus-dominated view suggests a somewhat traffic-heavy but still reasonably safe urban environment."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,27,6750,-75.1872216,39.95377543854893,99.22355473584628,189.22355473584628,9.223554735846278,idx0107_seg0_pt27_h189.jpg,gsv_sidewalk_250m\idx0107_seg0_pt27_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95377543854893,-75.18722160368189&heading=189.22355473584628",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0107_seg0_pt27_h189.jpg,0.497397461,0.034484863,0.271467285,0.000253906,0,0.00192627,seg_idx0107_seg0_pt27_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0107_seg0_pt27_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 49.7% building facades, 27.1% roadway, 0.2% sidewalks, 0.0% trees, 0.0% grass, and 3.4% sky.",6,1,18,9,34,"Despite the segmentation showing only 0.2% sidewalk, the image reveals a continuous but scaffold-obstructed sidewalk along a wide, car-dominated roadway (27.1% roadway), which limits walkability and comfort. High building facade coverage (49.7%) provides strong enclosure, but the lack of visible trees/grass and heavy traffic reduce greenery and perceived safety for pedestrians."
"Philadelphia, Pennsylvania, USA",Walnut Street,0,23,5750,-75.23657628,39.95834677602954,279.20079705811406,9.200797058114064,189.2007970581141,idx0151_seg0_pt23_h9.jpg,gsv_sidewalk_250m\idx0151_seg0_pt23_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95834677602954,-75.2365762753609&heading=9.200797058114064",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0151_seg0_pt23_h9.jpg,0.203681641,0.353515625,0.341135254,0,0,0.062229004,seg_idx0151_seg0_pt23_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0151_seg0_pt23_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 20.4% building facades, 34.1% roadway, 6.2% sidewalks, 0.0% trees, 0.0% grass, and 35.4% sky.",13,0,10,11,34,"Despite sidewalks covering only about 6.2% of the scene, the image shows a continuous, fairly wide but bare concrete sidewalk with no buffers or amenities next to a car-dominated roadway (34.1%). Building facades (20.4%) and a solid fence provide some enclosure, but the lack of trees/grass (0%) and the industrial, parking-lot frontage reduce comfort and perceived safety for pedestrians."
"Philadelphia, Pennsylvania, USA",Market Street,1,0,0,-75.2120897,39.9584176,280.2429463579675,10.242946357967526,190.24294635796755,idx0016_seg1_pt0_h10.jpg,gsv_sidewalk_250m\idx0016_seg1_pt0_h10.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.9584176,-75.2120897&heading=10.242946357967526",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0016_seg1_pt0_h10.jpg,0.370847168,0.097209473,0.262421875,0.037446289,0,0.013969727,seg_idx0016_seg1_pt0_h10.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0016_seg1_pt0_h10.jpg,"According to a semantic segmentation model, this street-view image contains approximately 37.1% building facades, 26.2% roadway, 1.4% sidewalks, 3.7% trees, 0.0% grass, and 9.7% sky.",9,6,10,8,33,"Despite the low 1.4% sidewalk share, the image shows a continuous but narrow sidewalk squeezed between parked cars and a dark underpass, limiting comfort and walkability. With only 3.7% trees and no grass plus a heavy, blank bridge structure (37.1% facades and 26.2% roadway), enclosure feels harsh and car-dominated, offering little greenery or perceived safety for pedestrians."
"Philadelphia, Pennsylvania, USA",Walnut Street,3,0,0,-75.142806,39.946641,280.46080379176766,10.46080379176766,190.4608037917677,idx0158_seg3_pt0_h10.jpg,gsv_sidewalk_250m\idx0158_seg3_pt0_h10.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.946641,-75.142806&heading=10.46080379176766",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0158_seg3_pt0_h10.jpg,0.253076172,0.257167969,0.421708984,0.001030273,0,0.036262207,seg_idx0158_seg3_pt0_h10.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0158_seg3_pt0_h10.jpg,"According to a semantic segmentation model, this street-view image contains approximately 25.3% building facades, 42.2% roadway, 3.6% sidewalks, 0.1% trees, 0.0% grass, and 25.7% sky.",9,1,13,10,33,"With only 3.6% sidewalks and a construction zone partially blocking a relatively narrow path, walkability is limited despite a continuous paved sidewalk on one side. Greenery is almost absent (0.1% trees, 0% grass), enclosure comes mainly from the modern building on the left (25.3% facades) while the right side is a blank construction barrier, and the wide 42.2% roadway plus industrial surroundings reduce comfort and perceived safety for pedestrians."
"Philadelphia, Pennsylvania, USA",Market Street,0,3,750,-75.24052839,39.96191032092983,99.13339165926892,189.1333916592689,9.133391659,idx0003_seg0_pt3_h189.jpg,gsv_sidewalk_250m\idx0003_seg0_pt3_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.96191032092983,-75.24052838929151&heading=189.1333916592689",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0003_seg0_pt3_h189.jpg,0.476474609,0.134577637,0.190952148,0,0,0.040891113,seg_idx0003_seg0_pt3_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0003_seg0_pt3_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 47.6% building facades, 19.1% roadway, 4.1% sidewalks, 0.0% trees, 0.0% grass, and 13.5% sky.",8,0,15,9,32,"With only about 4.1% sidewalk and a narrow, obstructed path squeezed between building bases and the elevated structure, walkability is limited despite basic paving. The scene has no trees or grass (0% greenery) but strong building enclosure (~47.6% facades) from older row buildings and station elements; however, the car-oriented roadway (19.1%) and heavy infrastructure reduce comfort and perceived safety."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,13,3250,-75.21825765,39.95762516859328,99.19995923155273,189.19995923155275,9.199959231552723,idx0093_seg0_pt13_h189.jpg,gsv_sidewalk_250m\idx0093_seg0_pt13_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95762516859328,-75.21825764634181&heading=189.19995923155275",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0093_seg0_pt13_h189.jpg,0.327897949,0.177788086,0.258518066,0,0,0.141101074,seg_idx0093_seg0_pt13_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0093_seg0_pt13_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 32.8% building facades, 25.9% roadway, 14.1% sidewalks, 0.0% trees, 0.0% grass, and 17.8% sky.",10,0,13,9,32,"With about 14% sidewalks, the image shows a wide but barren concrete sidewalk in front of a car dealership, offering space but little pedestrian comfort or interest. The 0% trees/grass and large share of roadway and parking create a car-dominated, visually harsh environment, while the sizable building facade provides some enclosure but feels commercial and exposed rather than inviting."
